ID,Codigo de grupo,Nombre de grupo,Lider,Avalado,Estado,Calificado,Programa nacional,Programa nacional secundario,Programa tipo
181,COL0035215,"Historia Empresarial y Desarrollo Regional ",JORGE ENRIQUE ELIAS CARO,2 de 3,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
182,COL0102309,"Nanotecnología y Gestión Sostenible NANOSOST-UP",OSCAR ORLANDO ORTIZ RODRIGUEZ,2 de 5,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e innovación en Ambiente, Biodiversidad y Hábitat",Ingeniería
183,COL0050033,"Grupo de Investigación en Ingeniería Mecánica de la Universidad de Pamplona (GIMUP)",ELKIN GREGORIO FLOREZ SERRANO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Investigaciones en Energía y Minería",Ingeniería
184,COL0007284,"D+TEC - Desarrollo Tecnológico",OSCAR ARAQUE DE LOS RIOS,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ciencias Agropecuarias",Ingeniería
185,COL0031477,"CONTROL AUTOMÁTICO",EDUARDO GIRALDO SUAREZ,2 de 2,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Salud",Ingeniería
186,COL0050507,"Diseńo Mecánico y Desarrollo Industrial",SEBASTIAN DURANGO IDARRAGA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
187,COL0070896,"SOCIEDAD, ECONOMIA Y PRODUCTIVIDAD - ",WILSON ADARME JAIMES,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación",Ingeniería
188,COL0064861,"Grupo de Investigación en Materiales de Ingeniería (GME)",EDGAR ALEXANDER OSSA HENAO,1 de 2,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencias Básicas",Ingeniería
189,COL0001001,"Grupo de Investigaciones Agroindustriales -GRAIN-",LINA MARIA VELEZ ACOSTA,2 de 3,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Agropecuarias","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
190,COL0054687,"Competitividad y Sostenibilidad para el Desarrollo",MARIO DE JESUS ZAMBRANO MIRANDA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
191,COL0110928,"Grupo de Modelado y Aplicación de Procesos Avanzados de Oxidación",JOSE ANGEL COLINA MARQUEZ,2 de 6,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e innovación en Ambiente, Biodiversidad y Hábitat",Ingeniería
192,COL0037701,"GRIAL",LUZ MARIA ALZATE TAMAYO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ciencias Agropecuarias",Ingeniería
193,COL0058219,"COMIT - Comunicaciones y Tecnología de Información",HAROLD ENRIQUE CASTRO BARRERA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
194,COL0012659,"Investigaciones Pirometalúrgicas y de Materiales-GIPIMME",CLAUDIA PATRICIA SERNA GIRALDO,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Investigaciones en Energía y Minería",Ingeniería
195,COL0036455,"Modelacion Ambiental",EDGAR EDUARDO QUINONES BOLANOS,2 de 3,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e innovación en Ambiente, Biodiversidad y Hábitat",Ingeniería
196,COL0077968,"Grupo de investigación en análisis de datos y sociología computacional - GIADSc",JULIAN DAVID ECHEVERRY CORREA,2 de 2,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
197,COL0014823,"Posgrado en Aprovechamiento de Recursos Hidráulicos",ANDRES OCHOA JARAMILLO,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Geociencias","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
198,COL0038379,"BIOALI Biotecnología de Alimentos",OSCAR ALFONSO VEGA CASTRO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Agropecuarias","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
199,COL0007767,"Grupo de Automática y Diseńo A+D",RAUL ADOLFO VALENCIA CARDONA,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones",Ingeniería
200,COL0028355,"PROMENTE-KONRAD",GUSTAVO ANDRES CAMPOS AVENDANO,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
201,COL0014073,"Nutrición Animal de UNCP",LUZ STELLA MUNOZ ARBOLEDA,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Agropecuarias","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
202,COL0082799,"Operations and Supply Chain Management Research Group",CARLOS LEONARDO QUINTERO ARAUJO,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencias Básicas",Ingeniería
203,COL0052163,"GISSIC: Grupo de Investigacion en Seguridad y Sistemas de Comunicaciones",EDWARD PAUL GUILLEN PINTO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
204,COL0052181,"TIGUM: Grupo de Investigacion en Telemedicina Universidad Militar",LEONARDO JUAN RAMIREZ LOPEZ,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
205,COL0040761,"GICA Grupo de investigación en ingeniería civil y ambiental",OSCAR JAVIER GUTIERREZ JUNCO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
206,COL0065958,"INTEGRIDAD Y EVALUACION DE MATERIALES "GIEM"",ENRIQUE VERA LOPEZ,1 de 1,Categoría A,Convocatoria 833 de 2018,"Investigaciones en Energía y Minería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
207,COL0003623,"Diseńo y Formulación de Medicamentos, Cosméticos y Afines",OSCAR ALBEIRO FLOREZ ACOSTA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Salud",Ingeniería
208,COL0136844,"Comercio Electronico en Colombia - GICOECOL",JOSE IGNACIO RODRIGUEZ MOLANO,2 de 3,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
209,COL0027877,"Centro Lasallista de Investigacion y Modelacion Ambiental CLIMA",JORGE EDUARDO PACHON QUINCHE,2 de 3,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e innovación en Ambiente, Biodiversidad y Hábitat","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
210,COL0078633,"ICT-Grupo de Investigación en Ingeniería, Ciencia y Tecnología",JIMY UNFRIED SILGADO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
211,COL0017585,"Colectivo GENESIS ",VIVIANA BANGUERO CAMACHO,4 de 6,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
212,COL0012883,"LABORATORIO DE AUTOMATICA, E INTELIGENCIA COMPUTACIONAL ( LAMIC)",ANDRES EDUARDO GAONA BARRERA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
213,COL0127999,"Grupo de Física Aplicada y Procesamiento de Imágenes y Seńales - FAPIS",LENNY ALEXANDRA ROMERO PEREZ,1 de 2,Categoría A,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
214,COL0019893,"Gestión de la Tecnología y la Innovación (GTI.UPB)",SANTIAGO QUINTERO RAMIREZ,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación",Ingeniería
215,COL0065689,"GRIEGO (Grupo Investigación en Gestión y Organizaciones)",CARLOS ALBERTO RODRIGUEZ ROMERO,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
216,COL0018045,"Grupo de Investigación en Ciencias Naturales y Exactas, GICNEX",CARLOS ALBERTO TOLOZA TOLOZA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
217,COL0004469,"Estadística Aplicada en Investigación Experimental, Industria y Biotecnología",OSCAR ORLANDO MELO MARTINEZ,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
218,COL0067101,"Grupo de Investigación en Aplicación de Nuevas Tecnologías",JAVIER FONTALVO ALZATE,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Investigaciones en Energía y Minería",Ingeniería
219,COL0061672,"Sistemas  multisensoriales y reconocimiento de patrones (GISM) ",CRISTIAN MANUEL DURAN ACEVEDO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Salud",Ingeniería
220,COL0009609,"Grupo de Investigación en Control, Electrónica, Modelado y Simulación - CEMOS",JULIAN GUSTAVO RODRIGUEZ FERREIRA,2 de 3,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
221,COL0083197,"Grupo de Investigación en Telecomunicaciones - SISCOM",CARLOS IVAN PAEZ RUEDA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
222,COL0012794,"Investigación y Desarrollo en Planeación y Operación del  Transporte-GIDPOT",LUIS ALFREDO VEGA BAEZ,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación",Ingeniería
223,COL0206448,"GI Seguridad e Higiene en el Trabajo - SeHaT",HAROLD ALEXIS PEREZ OLIVERA,2 de 4,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
224,COL0187146,"Modelado y Simulación en Industria",JORGE AURELIO HERRERA CUARTAS,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
225,COL0131777,"AMDAC",ESTELA MIREYA DIAZ BUITRAGO,1 de 2,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
226,COL0005216,"GRUPO DE INVESTIGACIÓN EN ECONOMÍA, GESTIÓN Y SALUD (ECGESA)",LYA PAOLA SIERRA SUAREZ,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
227,COL0067934,"Grupo de Investigacion en Sistemas Dinámicos Multifísicos, Control y Robotica; Grupo de Investigación DICBOT",CARLOS BORRAS PINILLA,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones",Ingeniería
228,COL0027062,"Modelado-Electrónica-Monitoreo: MEM",EDWIN FRANCISCO FORERO GARCIA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
229,COL0017478,"TICSw: Tecnologías de Información y Construcción de Software",MARIO EDUARDO SANCHEZ PUCCINI,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
230,COL0008989,"Grupo de Investigaciones en Sistemas Ambientales e Hidráulicos (GISAH)",OSCAR ENRIQUE CORONADO HERNANDEZ,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e innovación en Ambiente, Biodiversidad y Hábitat","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
231,COL0159544,"ID&SI",OLMER GARCIA BEDOYA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
232,COL0056458,"SIKU, Informática y Electrónica para el beneficio de las comunidades",RONALD HURTADO VELASCO,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones",Ingeniería
233,COL0038019,"Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER)",ROBERTO FERRO FERRO,1 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
234,COL0064404,"Grupo de Investigación en Ingeniería de Software del Tecnológico de Antioquia-GIISTA",JUAN CAMILO GIRALDO MEJIA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
235,COL0055666,"Logística Industrial-Organizacional "GICO"",MARTIN DARIO ARANGO SERNA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
236,COL0005539,"GIAP",NICANOR QUIJANO SILVA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones",Ingeniería
237,COL0045033,"Micro y macroergonomía en productos y procesos MIMA-PRO",GABRIEL GARCIA ACOSTA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
238,COL0153119,"Grupo de apoyo a la investigación y desarrollo agroalimentario. GAIDA",OSWALDO OSORIO MORA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ciencias Agropecuarias",Ingeniería
239,COL0057212,"Interfaz",CLARA ISABEL LOPEZ GUALDRON,3 de 5,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
240,COL0038718,"Grupo de investigación en Nanotecnología, Bioingeniería y transferencia tecnológica",OLGA YANETH VASQUEZ OCHOA,3 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones",Ingeniería
241,COL0012963,"Laboratorio de Investigación en Fuentes Alternativas de Energía (LIFAE)",NELSON LEONARDO DIAZ ALDANA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Investigaciones en Energía y Minería",Ingeniería
242,COL0047539,"RED (Research and Enterprise Development)",JORGE ANIBAL RESTREPO MORALES,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
243,COL0020114,"ZENTECH - Mejoramiento y Tecnología",GABRIEL MAURICIO ZAMBRANO REY,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
244,COL0016229,"Modelado Matemático",JUAN CARLOS RIVERA AGUDELO,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
245,COL0030469,"Grupo de Investigación en Robótica, Control y Procesamiento de Seńal - GPS",MARCO FIDEL FLOREZ FRANCO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
246,COL0017431,"AVARC - Automatizacion, Vision Artificial, Robotica y Control",DIANA LANCHEROS CUESTA,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones",Ingeniería
247,COL0015553,"Redes de Computadores e Ingeniería de Software-GReCIS",RICARDO LUIS VILLANUEVA POLANCO,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
248,COL0136862,"TPMR-Tribología, Polímeros, Metarlurgia de Polvos y Transformaciones de Residuos Sólidos",YESID AGUILAR CASTRO,1 de 2,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
249,COL0065555,"Grupo de Investigación en Materiales y Procesos Alternativos. MAPA",ELIZABETH HOYOS PULGARIN,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
250,COL0019042,"BIOTECNOLOGIA",LEANIS MIREYA PITRE RUIZ,4 de 7,Categoría A,Convocatoria 833 de 2018,"Biotecnología","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
251,COL0021167,"Grupo de Investigación en Gestión de la Producción y la Calidad Organizacional",ALVARO ENRIQUE SANTAMARIA ESCOBAR,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
252,COL0072602,"OPTIMA, Grupo de Investigación en Gestión de la Innovación, Optimización y Medio Ambiente ",LUIS EDUARDO RAMIREZ POLO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
253,COL0016855,"Uso Racional de la Energía y Preservación del Medio Ambiente",ARTURO GONZALEZ QUIROGA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Investigaciones en Energía y Minería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
254,COL0120808,"Grupo de Modelación y Computación Científica",FABIO HUMBERTO SEPULVEDA MURILLO,1 de 2,Categoría A,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
255,COL0136693,"Materiales nanoestructurados y biomodelación",HERNAN ALEJANDRO GOMEZ URREA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
256,COL0202968,"GRUPO DE INVESTIGACIÓN EN SOSTENIBILIDAD ENERGÉTICA-GISE (FPI)",ADALBERTO JOSE OSPINO CASTRO,1 de 2,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
257,COL0016327,"G3PyMES: GRUPO DE GERENCIA EN GRANDES, PEQUEŃAS Y MEDIANAS EMPRESAS",OMAR ALONSO PATINO CASTRO,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
258,COL0044869,"InnovaTIC-Innovación en las Tecnologías de la Información",LEANDRO VIVAS FUENTES,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones",Ingeniería
259,COL0005978,"MAGMA INGENIERÍA - GRUPO DE LA UNIVERSIDAD DEL MAGDALENA EN MATEMÁTICA APLICADA A LA INGENIERÍA",CARLOS ARTURO ROBLES ALGARIN,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación",Ingeniería
260,COL0010289,"Grupo de Investigación en Robótica y Sistemas Inteligentes",CHRISTIAN GIOVANNY QUINTERO MONROY,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones",Ingeniería
261,COL0101615,"GRUPO DE INVESTIGACION EN GESTION INDUSTRIAL Y ADMINISTRATIVA",JELIBETH PAOLA RACEDO GUTIERREZ,3 de 4,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
262,COL0138839,"GRUPO DE INVESTIGACIÓN EN QUÍMICA INORGÁNICA CATÁLISIS Y BIONIORGÁNICA",JOHN JADY HURTADO BELALCAZAR,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
263,COL0046139,"INVESTIGACIÓN EN FRUTAS DEL TRÓPICO",DEMIAN TAKUMASA KONDO RODRIGUEZ,2 de 4,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Agropecuarias","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
264,COL0078295,"SIGMA",ADRIANA GOMEZ GOMEZ,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación",Ingeniería
265,COL0072809,"Producom (Productividad y Competitividad)",JAIRO RAFAEL CORONADO HERNANDEZ,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones",Ingeniería
266,COL0080097,"GRUPO DE INVESTIGACION EN GESTIÓN DE LA INNOVACIÓN",DANILO ENRIQUE TORRES PIMIENTO,3 de 6,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
267,COL0009583,"Grupo de Investigación en Conectividad y Procesamiento de Seńales - CPS",SAID DAVID PERTUZ ARROYO,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
268,COL0008764,"GEGI - Gestión Empresarial & Gestión de Innovación",FLOR NANCY DIAZ PIRAQUIVE,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e innovación en Ambiente, Biodiversidad y Hábitat",Ingeniería
269,COL0083749,"Grupo de Investigación en Materiales, Catálisis y Medio Ambiente",HUGO RICARDO ZEA RAMIREZ,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
270,COL0123729,"Máquinas Inteligentes y Reconocimiento de Patrones",JUAN DAVID MARTINEZ VARGAS,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
271,COL0004489,"Estructuras y construcción",FABIAN AUGUSTO LAMUS BAEZ,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
272,COL0099876,"GRUPO DE INVESTIGACION EN SISTEMAS APLICADOS A LA INDUSTRIA ",LAURA LOTERO VELEZ,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones",Ingeniería
273,COL0081379,"GISELA",RICARDO ANTONIO SIMANCAS TRUJILLO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
274,COL0020722,"Laboratorio de Investigación para el Desarrollo de la Ingeniería de Software LIDIS",ANDRES FELIPE HURTADO BANGUERO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
275,COL0011367,"Automática",OSCAR CARDONA MORALES,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
276,COL0054972,"CEPIT: Sistemas de Control, Electrónica de Potencia y Gestion de la Innovación Tecnológica",RAFAEL FERNANDO DIEZ MEDINA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
277,COL0024392,"GRUPO AMBIENTAL DE INVESTIGACION APLICADA -GAIA UDES-",NADIA FERNANDA MANTILLA SUAREZ,3 de 5,Categoría A,Convocatoria 833 de 2018,"No Aplica","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
